-3.537342969067912984e-02,-1.799333696851405651e-01,-1.500423748133362933e-01,-1.143303128551230452e-01,-9.365116846565976760e-02,-8.799263502257344272e-02,-9.018500662444690896e-02,-5.953691043116388776e-02,-9.563562092980394669e-02,-5.172415396884477712e-02,-7.402948739432944902e-02,-7.157973876558650084e-02,-8.073062667864058795e-02,-6.134702826992052133e-02,-5.761270239367599633e-02,-7.510651875340475236e-02,-6.605586739752945802e-02,-8.482460773844067992e-02,-7.145638379884325375e-02,-6.013873476620774927e-02,-5.789116213857663229e-02
-6.254750983817157495e-02,-2.148890058961170080e-01,-1.924051150842388536e-01,-1.202534167388374653e-01,-1.451485213719899414e-01,-1.084249182519191335e-01,-8.704056792522606167e-02,-9.786138921810233482e-02,-1.068340059093057653e-01,-5.880344142948086550e-02,-8.314638469872825954e-02,-7.014817951973784105e-02,-6.241886900317585724e-02,-8.017873083803481182e-02,-7.122794807143548179e-02,-7.957833284448827260e-02,-7.014914670767026517e-02,-6.355738196126817230e-02,-4.803879375229837961e-02,-7.831478243739395384e-02,-7.377378180668027474e-02
-7.724461840171584215e-02,-2.361155069965413245e-01,-1.864140494956046945e-01,-1.609581839637922174e-01,-1.178488690788411369e-01,-1.214905589681349735e-01,-1.082151959711033506e-01,-7.089760837467271037e-02,-1.034261508711014216e-01,-7.738231778084249390e-02,-8.559087478405515148e-02,-7.111332407934158051e-02,-7.807351249774738267e-02,-8.095981040007317608e-02,-5.478266332199706323e-02,-7.334812458530647061e-02,-5.330570395091408648e-02,-5.305406324551676517e-02,-5.798705663584495518e-02,-7.632218008455408931e-02,-7.235156049172439263e-02
-1.000749247412820037e-01,-1.942901293583965683e-01,-1.526241354860886079e-01,-1.575047725207435190e-01,-1.330873304059803364e-01,-1.265169213362874467e-01,-8.913084936599117991e-02,-5.870756833208937153e-02,-9.665996003245322377e-02,-7.218450953527363878e-02,-7.228075837419853378e-02,-7.452037932247014551e-02,-6.257304004650096618e-02,-6.262228532913152734e-02,-7.262154000887827143e-02,-6.406151097144803519e-02,-6.590503366403999141e-02,-6.406155677681518723e-02,-4.454255941110409761e-02,-6.213002767824745559e-02,-5.638552909107315964e-02
-8.817802254946344176e-02,-2.366340355515355598e-01,-1.950971222760875534e-01,-1.456844278134642734e-01,-1.275907817547537459e-01,-1.172264921644903257e-01,-1.218600252567114683e-01,-1.139660492810918579e-01,-1.025015973810169123e-01,-8.044677446441959867e-02,-7.420800458044336800e-02,-7.756304008152213603e-02,-7.999247282171044471e-02,-9.069966168257753703e-02,-7.049696048932460601e-02,-7.679219498831520163e-02,-6.168340144138945158e-02,-6.615125499594184943e-02,-6.052853141912927643e-02,-7.879250541015600517e-02,-6.441694597623123797e-02
-7.035635791575466091e-02,-2.561939527108332837e-01,-2.010079867842383960e-01,-1.828985753587426544e-01,-1.193363308655786270e-01,-1.311649112102237780e-01,-1.219481890248228229e-01,-7.494217083224137543e-02,-8.633808315927087029e-02,-9.414959296059857707e-02,-1.042232982980279832e-01,-6.826260029915383332e-02,-6.549676913999968875e-02,-7.975837684768852243e-02,-5.450544007345452246e-02,-8.285133714237899460e-02,-6.690091855124068176e-02,-6.481485917804137575e-02,-5.732327099601568221e-02,-7.314654136897358327e-02,-7.209624419759935732e-02
-1.004912752136367521e-01,-2.571327690601252769e-01,-2.132839219947232079e-01,-1.663183497605915939e-01,-9.672367940435794287e-02,-1.386604637724693223e-01,-1.176833932528851961e-01,-9.178253256204568777e-02,-8.225212896089865999e-02,-9.529900145977972248e-02,-8.339198759830816765e-02,-7.088613466983598177e-02,-8.013072795399271697e-02,-6.084733256409272095e-02,-7.446693588849780110e-02,-8.755529852998285290e-02,-6.575485192557986580e-02,-7.777739337528365160e-02,-5.597781839315589536e-02,-6.294530538810659548e-02,-6.439054178546202434e-02
-9.239942756836373727e-02,-2.260112419051184263e-01,-2.339888328909825177e-01,-1.671455843549592424e-01,-1.206076139287696469e-01,-1.592615852727285453e-01,-1.019207682160724188e-01,-6.873708908301549847e-02,-9.657104518507871049e-02,-9.699000316390671284e-02,-9.099918497674452933e-02,-8.246528278895723374e-02,-7.978388812526948648e-02,-7.740297247833288763e-02,-7.685229803380663749e-02,-8.133615156938876767e-02,-7.920019923202731293e-02,-7.169941023459262819e-02,-5.668688046117573848e-02,-6.864752263541340493e-02,-8.609833512352380036e-02
-5.541810490987205545e-02,-1.944014813526912522e-01,-1.822456109965754079e-01,-1.869755068057514236e-01,-1.538889013352497115e-01,-1.321960103022811195e-01,-1.355919533437063285e-01,-8.522118139805773263e-02,-9.968440532905747942e-02,-9.886667876001711819e-02,-1.018559562456817363e-01,-7.443714770294977690e-02,-7.626955143484821786e-02,-8.474419162378551973e-02,-6.658791605907135591e-02,-7.483463386783092974e-02,-7.286320199378172602e-02,-6.249281925498816753e-02,-5.636662236413875204e-02,-6.646115822997523959e-02,-7.806473510846920205e-02
-7.339357443138075365e-02,-2.345639728035446014e-01,-2.042427742913784650e-01,-1.297984193914043238e-01,-1.167359161871073941e-01,-1.203914402785155047e-01,-1.355881961311813932e-01,-9.389803972924663789e-02,-9.695237887096240514e-02,-8.403501707127927767e-02,-7.665181355377327643e-02,-8.051093892642238736e-02,-7.737457762670639505e-02,-8.433272410376602135e-02,-5.584446654417261208e-02,-5.950455399817276836e-02,-7.323411055400320946e-02,-6.914151325308041940e-02,-5.694781030379716252e-02,-5.456115169976517160e-02,-6.159996390584134007e-02
