1.070562790182405999e-04,9.809985445879338458e-04,-7.507846432423731032e-04,-2.027397137192892690e-03,-2.663591158085754865e-03,-2.707745320910706979e-03,-1.620491686032687418e-03,-1.654303666815576911e-03,-2.351482622452959192e-03,-2.429277145100788675e-03,-1.131185604570840702e-03,-1.325930301554452753e-03,-1.642894131936715237e-03,-9.650742721265799604e-04,-1.431122090979372206e-03,-9.140524218555250635e-04,-9.030098565522774300e-04,-1.442871718603066242e-03,-1.529307350007370024e-03,-1.033294334946119157e-03,-1.337192773548097390e-03,
7.563940385770134486e-03,-8.134424858953101208e-05,-2.602594288820820299e-03,-2.751011392829209954e-03,-2.399955319134359621e-03,-3.006239870506409537e-03,-2.864837067087295207e-03,-2.651597742096779321e-03,-1.542483690583280323e-03,-1.620325780983854127e-03,-1.636264456137433935e-03,-1.668545957839104267e-03,-1.933325331104860387e-03,-1.663964091186015534e-03,-7.910685400970494637e-04,-1.408639436859580787e-03,-1.140157235378226825e-03,-1.297612521278296207e-03,-1.252685017487633213e-03,-4.486086632115709192e-04,-1.515323695053373207e-03,
-3.861263016205965909e-04,-5.294324980849078816e-04,-1.584212287771022713e-03,-3.372733267420337765e-03,-2.020944204072428006e-03,-2.163450306629305202e-03,-2.826528605952276230e-03,-2.293548804448947414e-03,-1.721070701473769154e-03,-1.836309352632593209e-03,-1.588789520652787767e-03,-1.285444466011408235e-03,-1.202033763366554351e-03,-1.757036889947985112e-03,-1.974976134400731624e-04,-1.448957295894965497e-03,-1.022673555642398396e-03,-9.532612978357677194e-04,-1.176603069685307461e-03,-8.208056061335669215e-04,-9.726343329438746172e-04,
5.628703452351227314e-03,2.321374319571357838e-03,-3.221359218965099119e-03,-2.437945396663459413e-03,-2.873537810189469559e-03,-2.841469896825628630e-03,-2.034729431297807242e-03,-1.554606877691318756e-03,-2.246932975573610273e-03,-1.859238660025874920e-03,-1.668103696716805549e-03,-1.229743930485616664e-03,-1.695842532112856087e-03,-1.146159734393874165e-03,-1.623779860802151021e-03,-1.057783443007856167e-03,-8.973095032457277477e-04,-9.358617449080025401e-04,-1.083484918094353589e-03,-9.263606442649212390e-04,-1.033620044047888669e-03,
-1.731578175531887746e-03,1.736807365475449968e-03,-2.396180719448355850e-03,-2.472559409918050934e-03,-3.093343956985165292e-03,-3.084219339331808769e-03,-2.300855150369995189e-03,-1.764155110078125541e-03,-2.371321035193884718e-03,-2.393225950669991640e-03,-1.497287448673360758e-03,-1.845102509809591835e-03,-2.026721316562829327e-03,-1.568888914090893309e-03,-1.514510874437330866e-03,-1.125740513433674990e-03,-1.234367703098117807e-03,-1.349128809230445893e-03,-1.096642080810806066e-03,-8.786522843040859730e-04,-9.000803130087513390e-04,
2.338465148104562977e-03,-4.428166560935325948e-04,-3.311757740431963380e-03,-2.570726899078834560e-03,-1.534100827186072940e-03,-3.101719600800186254e-03,-2.535002470942959284e-03,-1.815643990897243196e-03,-3.487384320415726994e-03,-8.462276943866547984e-04,-2.111786462948712396e-03,-1.822267392873588941e-03,-1.661537899951881286e-03,-1.365325422534470218e-03,-1.489263250094385307e-03,-9.798688971888389054e-04,-1.479522341126925577e-03,-1.818751363929871226e-03,-1.059833079854961011e-03,-4.666190498793848962e-04,-1.230646781020920850e-03,
-9.038273003770399237e-04,2.618801386378100116e-03,-2.438795641200102674e-03,-2.945143221399926063e-03,-3.110725799555062298e-03,-2.524532085638611558e-03,-2.068158869888366697e-03,-2.242427202109609392e-03,-2.461769957633444268e-03,-2.016076285452936354e-03,-1.977798295485379450e-03,-1.769755070430008423e-03,-1.947427463930363799e-03,-2.058981300454553257e-03,-1.199080308618001968e-03,-1.203644114313661426e-03,-1.283958141522356525e-03,-1.184463955202686445e-03,-1.142708867351892007e-03,-8.802187098058308597e-04,-1.011786099206452060e-03,
1.852656227728800495e-03,8.087245590678674443e-04,-2.900997649355337073e-03,-2.712742653481216380e-03,-2.936781174506468590e-03,-2.512224818956263882e-03,-2.304690631471961824e-03,-1.855867471404588518e-03,-2.092462337494169558e-03,-1.772427355796062998e-03,-1.308962879634990818e-03,-1.583006012257237626e-03,-1.529494929865847681e-03,-1.471417327719801420e-03,-1.429559005206997978e-03,-1.201241515562399224e-03,-8.228135619910470532e-04,-1.128631587889503303e-03,-1.170698537309714481e-03,-1.133024681197145620e-03,-1.169181417240662850e-03,
-7.224468745213344541e-03,-1.563575592938609878e-03,-1.949292238539973620e-03,-3.814600665698485941e-03,-3.734085728388146074e-03,-1.716635901403455776e-03,-1.136660888272129303e-03,-2.335924898448269414e-03,-1.925937077331634113e-03,-2.279146817998052230e-03,-9.871186209319308090e-04,-1.005754274600512664e-03,-1.727960270537333811e-03,-4.601274128032038454e-04,-1.732315037804730814e-03,-1.183823004828590949e-03,-6.124084900615603920e-04,-1.484865972957611323e-03,-8.839920082552143316e-04,-9.772766934750204762e-04,-1.951664468515936315e-04,
-2.502954317232168862e-03,-4.669344368775612121e-04,-2.913247762759752814e-03,-3.089974321266582453e-03,-2.667795935326349507e-03,-3.117120376220066085e-03,-2.217597819955203099e-03,-2.901770182008979199e-03,-2.658545742413948466e-03,-2.440758765561406272e-03,-1.401356158097894671e-03,-2.246837686946031101e-03,-1.626564488972719784e-03,-1.593299546312351321e-03,-1.476671956712404541e-03,-2.100353597969404143e-03,-1.299658488701931113e-03,-1.316223015118450374e-03,-1.647372329956313603e-03,-1.719919191977194867e-03,-8.657476180606136920e-04,
